"Category","Year","Subject","PaperType","Filename","FilePath","DownloadURL","PageURL","Status","FileSize","Extension"
"APQ","2021-22","English LL","Practice Questions","cbse-apq-2021-22-English-LL-Set1-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2021-22\English-LL\cbse-apq-2021-22-English-LL-Set1-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/English-LL-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","425569",".pdf"
"APQ","2021-22","Hindi A","Practice Questions","cbse-apq-2021-22-Hindi-A-Set1-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2021-22\Hindi-A\cbse-apq-2021-22-Hindi-A-Set1-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/Hindi-A-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","332570",".pdf"
"APQ","2021-22","Mathematics Standard","Practice Questions","cbse-apq-2021-22-Mathematics-Standard-Set1-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2021-22\Mathematics-Standard\cbse-apq-2021-22-Mathematics-Standard-Set1-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/Mathematics-Standard-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","929656",".pdf"
"APQ","2021-22","Science","Practice Questions","cbse-apq-2021-22-Science-Set1-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2021-22\Science\cbse-apq-2021-22-Science-Set1-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/Science-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","905465",".pdf"
"APQ","2021-22","Social Science","Practice Questions","cbse-apq-2021-22-Social-Science-Set1-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2021-22\Social-Science\cbse-apq-2021-22-Social-Science-Set1-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/Social-Science-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","928296",".pdf"
"APQ","2022-23","English","Marking Scheme","cbse-apq-2022-23-English-Set1-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2022-23\English\cbse-apq-2022-23-English-Set1-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2022_23/English-MS.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","327754",".pdf"
"APQ","2022-23","English","Practice Questions","cbse-apq-2022-23-English-Set1-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2022-23\English\cbse-apq-2022-23-English-Set1-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2022_23/English-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","278255",".pdf"
"APQ","2022-23","Mathematics","Marking Scheme","cbse-apq-2022-23-Mathematics-Set1-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2022-23\Mathematics\cbse-apq-2022-23-Mathematics-Set1-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2022_23/Mathematics-MS.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","552807",".pdf"
"APQ","2022-23","Mathematics","Practice Questions","cbse-apq-2022-23-Mathematics-Set1-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2022-23\Mathematics\cbse-apq-2022-23-Mathematics-Set1-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2022_23/Mathematics-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","996609",".pdf"
"APQ","2022-23","Science","Marking Scheme","cbse-apq-2022-23-Science-Set1-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2022-23\Science\cbse-apq-2022-23-Science-Set1-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2022_23/Science-MS.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","218562",".pdf"
"APQ","2022-23","Science","Practice Questions","cbse-apq-2022-23-Science-Set1-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2022-23\Science\cbse-apq-2022-23-Science-Set1-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2022_23/Science-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","543930",".pdf"
"APQ","2022-23","Social Science","Marking Scheme","cbse-apq-2022-23-Social-Science-Set1-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2022-23\Social-Science\cbse-apq-2022-23-Social-Science-Set1-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2022_23/Social-Science-MS.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","788476",".pdf"
"APQ","2022-23","Social Science","Practice Questions","cbse-apq-2022-23-Social-Science-Set1-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2022-23\Social-Science\cbse-apq-2022-23-Social-Science-Set1-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2022_23/Social-Science-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","751163",".pdf"
"APQ","2023-24","Computer Applications","Marking Scheme","cbse-apq-2023-24-Computer-Applications-Set1-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Computer-Applications\cbse-apq-2023-24-Computer-Applications-Set1-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Computer-Applications-MS.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","496262",".pdf"
"APQ","2023-24","Computer Applications","Practice Questions","cbse-apq-2023-24-Computer-Applications-Set1-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Computer-Applications\cbse-apq-2023-24-Computer-Applications-Set1-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Computer-Applications-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","535395",".pdf"
"APQ","2023-24","English","Marking Scheme","cbse-apq-2023-24-English-Set1-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\English\cbse-apq-2023-24-English-Set1-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/English-MS.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","824045",".pdf"
"APQ","2023-24","English","Practice Questions","cbse-apq-2023-24-English-Set1-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\English\cbse-apq-2023-24-English-Set1-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/English-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","946377",".pdf"
"APQ","2023-24","English LL","Marking Scheme","cbse-apq-2023-24-English-LL-Set1-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\English-LL\cbse-apq-2023-24-English-LL-Set1-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/English-LL-MS.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","573178",".pdf"
"APQ","2023-24","English LL","Practice Questions","cbse-apq-2023-24-English-LL-Set1-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\English-LL\cbse-apq-2023-24-English-LL-Set1-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/English-LL-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","372986",".pdf"
"APQ","2023-24","Hindi A","Marking Scheme","cbse-apq-2023-24-Hindi-A-Set2-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Hindi-A\cbse-apq-2023-24-Hindi-A-Set2-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Hindi-A-MS.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","741479",".pdf"
"APQ","2023-24","Hindi A","Marking Scheme","cbse-apq-2023-24-Hindi-A-Set1-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Hindi-A\cbse-apq-2023-24-Hindi-A-Set1-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Hindi-A-MS.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","342156",".pdf"
"APQ","2023-24","Hindi A","Practice Questions","cbse-apq-2023-24-Hindi-A-Set2-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Hindi-A\cbse-apq-2023-24-Hindi-A-Set2-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Hindi-A-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","1322434",".pdf"
"APQ","2023-24","Hindi A","Practice Questions","cbse-apq-2023-24-Hindi-A-Set1-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Hindi-A\cbse-apq-2023-24-Hindi-A-Set1-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Hindi-A-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","414081",".pdf"
"APQ","2023-24","Hindi B","Marking Scheme","cbse-apq-2023-24-Hindi-B-Set2-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Hindi-B\cbse-apq-2023-24-Hindi-B-Set2-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Hindi-B-MS.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","927706",".pdf"
"APQ","2023-24","Hindi B","Marking Scheme","cbse-apq-2023-24-Hindi-B-Set1-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Hindi-B\cbse-apq-2023-24-Hindi-B-Set1-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Hindi-B-MS.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","574427",".pdf"
"APQ","2023-24","Hindi B","Practice Questions","cbse-apq-2023-24-Hindi-B-Set2-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Hindi-B\cbse-apq-2023-24-Hindi-B-Set2-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Hindi-B-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","935750",".pdf"
"APQ","2023-24","Hindi B","Practice Questions","cbse-apq-2023-24-Hindi-B-Set1-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Hindi-B\cbse-apq-2023-24-Hindi-B-Set1-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Hindi-B-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","667143",".pdf"
"APQ","2023-24","Mathematics","Marking Scheme","cbse-apq-2023-24-Mathematics-Set2-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Mathematics\cbse-apq-2023-24-Mathematics-Set2-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Mathematics-MS.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","545487",".pdf"
"APQ","2023-24","Mathematics","Marking Scheme","cbse-apq-2023-24-Mathematics-Set1-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Mathematics\cbse-apq-2023-24-Mathematics-Set1-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Mathematics-MS.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","787120",".pdf"
"APQ","2023-24","Mathematics","Practice Questions","cbse-apq-2023-24-Mathematics-Set2-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Mathematics\cbse-apq-2023-24-Mathematics-Set2-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Mathematics-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","437797",".pdf"
"APQ","2023-24","Mathematics","Practice Questions","cbse-apq-2023-24-Mathematics-Set1-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Mathematics\cbse-apq-2023-24-Mathematics-Set1-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Mathematics-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","1638626",".pdf"
"APQ","2023-24","Science","Marking Scheme","cbse-apq-2023-24-Science-Set2-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Science\cbse-apq-2023-24-Science-Set2-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Science-MS.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","457539",".pdf"
"APQ","2023-24","Science","Marking Scheme","cbse-apq-2023-24-Science-Set1-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Science\cbse-apq-2023-24-Science-Set1-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Science-MS.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","535658",".pdf"
"APQ","2023-24","Science","Practice Questions","cbse-apq-2023-24-Science-Set2-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Science\cbse-apq-2023-24-Science-Set2-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Science-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","486685",".pdf"
"APQ","2023-24","Science","Practice Questions","cbse-apq-2023-24-Science-Set1-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Science\cbse-apq-2023-24-Science-Set1-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Science-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","205089",".pdf"
"APQ","2023-24","Social Science","Marking Scheme","cbse-apq-2023-24-Social-Science-Set2-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Social-Science\cbse-apq-2023-24-Social-Science-Set2-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Social-Science-MS.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","692940",".pdf"
"APQ","2023-24","Social Science","Marking Scheme","cbse-apq-2023-24-Social-Science-Set1-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Social-Science\cbse-apq-2023-24-Social-Science-Set1-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Social-Science-MS.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","515029",".pdf"
"APQ","2023-24","Social Science","Practice Questions","cbse-apq-2023-24-Social-Science-Set2-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Social-Science\cbse-apq-2023-24-Social-Science-Set2-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Social-Science-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","318338",".pdf"
"APQ","2023-24","Social Science","Practice Questions","cbse-apq-2023-24-Social-Science-Set1-PQ.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\APQ\2023-24\Social-Science\cbse-apq-2023-24-Social-Science-Set1-PQ.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2023_24/Social-Science-PQ.pdf","https://cbseacademic.nic.in/additionalPQ.html","Downloaded","975060",".pdf"
"COMPTT","2022","Assamese","Compartment Exam","cbse-comptt-2022-Assamese.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Assamese.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Assamese.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","664480",".zip"
"COMPTT","2022","Bengali","Compartment Exam","cbse-comptt-2022-Bengali.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Bengali.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Bengali.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","774248",".zip"
"COMPTT","2022","Bhutia","Compartment Exam","cbse-comptt-2022-Bhutia.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Bhutia.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Bhutia.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","929786",".zip"
"COMPTT","2022","Computer Applications","Compartment Exam","cbse-comptt-2022-Computer_Applications.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Computer_Applications.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Computer_Applications.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","389101",".zip"
"COMPTT","2022","English language and Literature","Compartment Exam","cbse-comptt-2022-English_language_and_Literature.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-English_language_and_Literature.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/English_language_and_Literature.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","2328216",".zip"
"COMPTT","2022","French","Compartment Exam","cbse-comptt-2022-French.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-French.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/French.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","688146",".zip"
"COMPTT","2022","Gujarati","Compartment Exam","cbse-comptt-2022-Gujarati.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Gujarati.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Gujarati.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","834738",".zip"
"COMPTT","2022","HINDI A","Compartment Exam","cbse-comptt-2022-HINDI_A.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-HINDI_A.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/HINDI_A.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","1505827",".zip"
"COMPTT","2022","HINDI-B","Compartment Exam","cbse-comptt-2022-HINDI-B.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-HINDI-B.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/HINDI-B.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","1641334",".zip"
"COMPTT","2022","Hindustani Music Per Inst","Compartment Exam","cbse-comptt-2022-Hindustani_Music_Per_Inst.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Hindustani_Music_Per_Inst.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Hindustani_Music_Per_Inst.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","386865",".zip"
"COMPTT","2022","Home Science","Compartment Exam","cbse-comptt-2022-_Home_Science.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-_Home_Science.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/_Home_Science.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","494430",".zip"
"COMPTT","2022","INFORMATION TECHNOLOGY","Compartment Exam","cbse-comptt-2022-INFORMATION_TECHNOLOGY.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-INFORMATION_TECHNOLOGY.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/INFORMATION_TECHNOLOGY.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","619133",".zip"
"COMPTT","2022","Kannada","Compartment Exam","cbse-comptt-2022-Kannada.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Kannada.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Kannada.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","817348",".zip"
"COMPTT","2022","Malayalam","Compartment Exam","cbse-comptt-2022-Malayalam.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Malayalam.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Malayalam.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","530260",".zip"
"COMPTT","2022","Manipuri","Compartment Exam","cbse-comptt-2022-Manipuri.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Manipuri.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Manipuri.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","1196191",".zip"
"COMPTT","2022","Marathi","Compartment Exam","cbse-comptt-2022-Marathi.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Marathi.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Marathi.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","514391",".zip"
"COMPTT","2022","MATHEMATICS BASIC","Compartment Exam","cbse-comptt-2022-MATHEMATICS_BASIC.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-MATHEMATICS_BASIC.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/MATHEMATICS_BASIC.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","15803975",".zip"
"COMPTT","2022","MATHEMATICS STD","Compartment Exam","cbse-comptt-2022-MATHEMATICS_STD.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-MATHEMATICS_STD.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/MATHEMATICS_STD.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","14435627",".zip"
"COMPTT","2022","Nepali","Compartment Exam","cbse-comptt-2022-Nepali.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Nepali.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Nepali.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","359825",".zip"
"COMPTT","2022","Odia","Compartment Exam","cbse-comptt-2022-Odia.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Odia.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Odia.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","674794",".zip"
"COMPTT","2022","Painting","Compartment Exam","cbse-comptt-2022-Painting.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Painting.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Painting.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","406043",".zip"
"COMPTT","2022","Punjabi","Compartment Exam","cbse-comptt-2022-Punjabi.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Punjabi.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Punjabi.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","489346",".zip"
"COMPTT","2022","Sanskrit","Compartment Exam","cbse-comptt-2022-Sanskrit.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Sanskrit.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Sanskrit.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","1228343",".zip"
"COMPTT","2022","SCIENCE","Compartment Exam","cbse-comptt-2022-SCIENCE.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-SCIENCE.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/SCIENCE.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","11724082",".zip"
"COMPTT","2022","Sindhi","Compartment Exam","cbse-comptt-2022-Sindhi.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Sindhi.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Sindhi.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","399136",".zip"
"COMPTT","2022","SOCIAL SCIENCE","Compartment Exam","cbse-comptt-2022-SOCIAL_SCIENCE.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-SOCIAL_SCIENCE.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/SOCIAL_SCIENCE.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","10333149",".zip"
"COMPTT","2022","Spanish","Compartment Exam","cbse-comptt-2022-Spanish.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Spanish.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Spanish.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","368636",".zip"
"COMPTT","2022","Tamil","Compartment Exam","cbse-comptt-2022-Tamil.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Tamil.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Tamil.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","502815",".zip"
"COMPTT","2022","Telugu","Compartment Exam","cbse-comptt-2022-Telugu.zip","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\COMPTT\2022\cbse-comptt-2022-Telugu.zip","https://www.cbse.gov.in/cbsenew/question-paper/2022-COMPTT/X/Telugu.zip","https://www.cbse.gov.in/cbsenew/question-paper.html","Downloaded","1519839",".zip"
